Player,variable,deciles,type_variable
F. Navarro,Touches in box per 90,64,Chance creation
F. Navarro,Progressive runs per 90,26,Buildup
F. Navarro,Dribbles per 90,10,Chance creation
F. Navarro,Back passes per 90,88,Positioning
F. Navarro,Interceptions per 90,80,Defense
F. Navarro,Shots blocked per 90,61,Defense
F. Navarro,Fouls per 90,47,Defense
M. García,Passes to final third per 90,83,Buildup
M. García,Progressive passes per 90,82,Buildup
M. García,Lateral passes per 90,58,Positioning
M. García,Long passes per 90,64,Buildup
M. García,Shots per 90,15,Positioning
M. García,Touches in box per 90,12,Chance creation
M. García,Progressive runs per 90,59,Buildup
M. García,Dribbles per 90,68,Chance creation
M. García,Back passes per 90,31,Positioning
M. García,Interceptions per 90,69,Defense
M. García,Shots blocked per 90,91,Defense
M. García,Fouls per 90,94,Defense
F. Álvarez,Passes to final third per 90,95,Buildup
F. Álvarez,Progressive passes per 90,85,Buildup
F. Álvarez,Lateral passes per 90,92,Positioning
F. Álvarez,Long passes per 90,96,Buildup
F. Álvarez,Shots per 90,70,Positioning
F. Álvarez,Touches in box per 90,25,Chance creation
F. Álvarez,Progressive runs per 90,46,Buildup
F. Álvarez,Dribbles per 90,25,Chance creation
F. Álvarez,Back passes per 90,11,Positioning
F. Álvarez,Interceptions per 90,25,Defense
F. Álvarez,Shots blocked per 90,10,Defense
F. Álvarez,Fouls per 90,48,Defense
R. Ibarra,Passes to final third per 90,38,Buildup
R. Ibarra,Progressive passes per 90,70,Buildup
R. Ibarra,Lateral passes per 90,64,Positioning
R. Ibarra,Long passes per 90,46,Buildup
R. Ibarra,Shots per 90,95,Positioning
R. Ibarra,Touches in box per 90,27,Chance creation
R. Ibarra,Progressive runs per 90,93,Buildup
R. Ibarra,Dribbles per 90,94,Chance creation
R. Ibarra,Back passes per 90,33,Positioning
R. Ibarra,Interceptions per 90,8,Defense
R. Ibarra,Shots blocked per 90,10,Defense
R. Ibarra,Fouls per 90,74,Defense
K. Castañeda,Passes to final third per 90,97,Buildup
K. Castañeda,Progressive passes per 90,91,Buildup
K. Castañeda,Lateral passes per 90,86,Positioning
K. Castañeda,Long passes per 90,92,Buildup
K. Castañeda,Shots per 90,94,Positioning
K. Castañeda,Touches in box per 90,11,Chance creation
K. Castañeda,Progressive runs per 90,42,Buildup
K. Castañeda,Dribbles per 90,18,Chance creation
K. Castañeda,Back passes per 90,63,Positioning
K. Castañeda,Interceptions per 90,15,Defense
K. Castañeda,Shots blocked per 90,10,Defense
K. Castañeda,Fouls per 90,85,Defense
A. Medina,Passes to final third per 90,30,Buildup
A. Medina,Progressive passes per 90,49,Buildup
A. Medina,Lateral passes per 90,52,Positioning
A. Medina,Long passes per 90,28,Buildup
A. Medina,Shots per 90,19,Positioning
A. Medina,Touches in box per 90,67,Chance creation
A. Medina,Progressive runs per 90,73,Buildup
A. Medina,Dribbles per 90,79,Chance creation
A. Medina,Back passes per 90,19,Positioning
A. Medina,Interceptions per 90,63,Defense
A. Medina,Shots blocked per 90,96,Defense
A. Medina,Fouls per 90,64,Defense
A. Ibargüen,Passes to final third per 90,1,Buildup
A. Ibargüen,Progressive passes per 90,19,Buildup
A. Ibargüen,Lateral passes per 90,35,Positioning
A. Ibargüen,Long passes per 90,1,Buildup
A. Ibargüen,Shots per 90,25,Positioning
A. Ibargüen,Touches in box per 90,52,Chance creation
A. Ibargüen,Progressive runs per 90,98,Buildup
A. Ibargüen,Dribbles per 90,97,Chance creation
A. Ibargüen,Back passes per 90,49,Positioning
A. Ibargüen,Interceptions per 90,28,Defense
A. Ibargüen,Shots blocked per 90,56,Defense
A. Ibargüen,Fouls per 90,5,Defense
D. Álvarez,Passes to final third per 90,44,Buildup
D. Álvarez,Progressive passes per 90,43,Buildup
D. Álvarez,Lateral passes per 90,17,Positioning
D. Álvarez,Long passes per 90,12,Buildup
D. Álvarez,Shots per 90,97,Positioning
D. Álvarez,Touches in box per 90,59,Chance creation
D. Álvarez,Progressive runs per 90,67,Buildup
D. Álvarez,Dribbles per 90,94,Chance creation
D. Álvarez,Back passes per 90,7,Positioning
D. Álvarez,Interceptions per 90,32,Defense
D. Álvarez,Shots blocked per 90,40,Defense
D. Álvarez,Fouls per 90,27,Defense
M. Fabián,Passes to final third per 90,87,Buildup
M. Fabián,Progressive passes per 90,77,Buildup
M. Fabián,Lateral passes per 90,81,Positioning
M. Fabián,Long passes per 90,68,Buildup
M. Fabián,Shots per 90,90,Positioning
M. Fabián,Touches in box per 90,18,Chance creation
M. Fabián,Progressive runs per 90,19,Buildup
M. Fabián,Dribbles per 90,45,Chance creation
M. Fabián,Back passes per 90,44,Positioning
M. Fabián,Interceptions per 90,57,Defense
M. Fabián,Shots blocked per 90,94,Defense
M. Fabián,Fouls per 90,49,Defense
J. Castro,Passes to final third per 90,43,Buildup
J. Castro,Progressive passes per 90,17,Buildup
J. Castro,Lateral passes per 90,49,Positioning
J. Castro,Long passes per 90,73,Buildup
J. Castro,Shots per 90,9,Positioning
J. Castro,Touches in box per 90,2,Chance creation
J. Castro,Progressive runs per 90,21,Buildup
J. Castro,Dribbles per 90,58,Chance creation
J. Castro,Back passes per 90,3,Positioning
J. Castro,Interceptions per 90,33,Defense
J. Castro,Shots blocked per 90,93,Defense
J. Castro,Fouls per 90,58,Defense
Giovanni Augusto,Passes to final third per 90,58,Buildup
Giovanni Augusto,Progressive passes per 90,90,Buildup
Giovanni Augusto,Lateral passes per 90,68,Positioning
Giovanni Augusto,Long passes per 90,82,Buildup
Giovanni Augusto,Shots per 90,57,Positioning
Giovanni Augusto,Touches in box per 90,62,Chance creation
Giovanni Augusto,Progressive runs per 90,94,Buildup
Giovanni Augusto,Dribbles per 90,78,Chance creation
Giovanni Augusto,Back passes per 90,63,Positioning
Giovanni Augusto,Interceptions per 90,5,Defense
Giovanni Augusto,Shots blocked per 90,10,Defense
Giovanni Augusto,Fouls per 90,40,Defense
C. Mayada,Passes to final third per 90,67,Buildup
C. Mayada,Progressive passes per 90,76,Buildup
C. Mayada,Lateral passes per 90,32,Positioning
C. Mayada,Long passes per 90,85,Buildup
C. Mayada,Shots per 90,3,Positioning
C. Mayada,Touches in box per 90,1,Chance creation
C. Mayada,Progressive runs per 90,70,Buildup
C. Mayada,Dribbles per 90,42,Chance creation
C. Mayada,Back passes per 90,2,Positioning
C. Mayada,Interceptions per 90,48,Defense
C. Mayada,Shots blocked per 90,10,Defense
C. Mayada,Fouls per 90,64,Defense
E. Vega,Passes to final third per 90,41,Buildup
E. Vega,Progressive passes per 90,41,Buildup
E. Vega,Lateral passes per 90,59,Positioning
E. Vega,Long passes per 90,60,Buildup
E. Vega,Shots per 90,86,Positioning
E. Vega,Touches in box per 90,33,Chance creation
E. Vega,Progressive runs per 90,95,Buildup
E. Vega,Dribbles per 90,95,Chance creation
E. Vega,Back passes per 90,28,Positioning
E. Vega,Interceptions per 90,5,Defense
E. Vega,Shots blocked per 90,10,Defense
E. Vega,Fouls per 90,53,Defense
V. Guzmán,Passes to final third per 90,75,Buildup
V. Guzmán,Progressive passes per 90,58,Buildup
V. Guzmán,Lateral passes per 90,59,Positioning
V. Guzmán,Long passes per 90,64,Buildup
V. Guzmán,Shots per 90,93,Positioning
V. Guzmán,Touches in box per 90,65,Chance creation
V. Guzmán,Progressive runs per 90,40,Buildup
V. Guzmán,Dribbles per 90,30,Chance creation
V. Guzmán,Back passes per 90,16,Positioning
V. Guzmán,Interceptions per 90,28,Defense
V. Guzmán,Shots blocked per 90,65,Defense
V. Guzmán,Fouls per 90,56,Defense
A. Zendejas,Passes to final third per 90,69,Buildup
A. Zendejas,Progressive passes per 90,68,Buildup
A. Zendejas,Lateral passes per 90,68,Positioning
A. Zendejas,Long passes per 90,68,Buildup
A. Zendejas,Shots per 90,44,Positioning
A. Zendejas,Touches in box per 90,36,Chance creation
A. Zendejas,Progressive runs per 90,32,Buildup
A. Zendejas,Dribbles per 90,58,Chance creation
A. Zendejas,Back passes per 90,26,Positioning
A. Zendejas,Interceptions per 90,76,Defense
A. Zendejas,Shots blocked per 90,65,Defense
A. Zendejas,Fouls per 90,70,Defense
I. Torres,Passes to final third per 90,18,Buildup
I. Torres,Progressive passes per 90,10,Buildup
I. Torres,Lateral passes per 90,18,Positioning
I. Torres,Long passes per 90,51,Buildup
I. Torres,Shots per 90,52,Positioning
I. Torres,Touches in box per 90,27,Chance creation
I. Torres,Progressive runs per 90,29,Buildup
I. Torres,Dribbles per 90,73,Chance creation
I. Torres,Back passes per 90,8,Positioning
I. Torres,Interceptions per 90,30,Defense
I. Torres,Shots blocked per 90,61,Defense
I. Torres,Fouls per 90,74,Defense
V. Dávila,Passes to final third per 90,35,Buildup
V. Dávila,Progressive passes per 90,5,Buildup
V. Dávila,Lateral passes per 90,44,Positioning
V. Dávila,Long passes per 90,65,Buildup
V. Dávila,Shots per 90,74,Positioning
V. Dávila,Touches in box per 90,84,Chance creation
V. Dávila,Progressive runs per 90,41,Buildup
V. Dávila,Dribbles per 90,19,Chance creation
V. Dávila,Back passes per 90,10,Positioning
V. Dávila,Interceptions per 90,8,Defense
V. Dávila,Shots blocked per 90,74,Defense
V. Dávila,Fouls per 90,15,Defense
B. Lozano,Passes to final third per 90,40,Buildup
B. Lozano,Progressive passes per 90,49,Buildup
B. Lozano,Lateral passes per 90,63,Positioning
B. Lozano,Long passes per 90,74,Buildup
B. Lozano,Shots per 90,95,Positioning
B. Lozano,Touches in box per 90,13,Chance creation
B. Lozano,Progressive runs per 90,38,Buildup
B. Lozano,Dribbles per 90,70,Chance creation
B. Lozano,Back passes per 90,10,Positioning
B. Lozano,Interceptions per 90,7,Defense
B. Lozano,Shots blocked per 90,10,Defense
B. Lozano,Fouls per 90,89,Defense
D. Vergara,Passes to final third per 90,14,Buildup
D. Vergara,Progressive passes per 90,46,Buildup
D. Vergara,Lateral passes per 90,18,Positioning
D. Vergara,Long passes per 90,22,Buildup
D. Vergara,Shots per 90,81,Positioning
D. Vergara,Touches in box per 90,84,Chance creation
D. Vergara,Progressive runs per 90,84,Buildup
D. Vergara,Dribbles per 90,91,Chance creation
D. Vergara,Back passes per 90,35,Positioning
D. Vergara,Interceptions per 90,15,Defense
D. Vergara,Shots blocked per 90,10,Defense
D. Vergara,Fouls per 90,89,Defense
L. Suárez,Passes to final third per 90,78,Buildup
L. Suárez,Progressive passes per 90,89,Buildup
L. Suárez,Lateral passes per 90,42,Positioning
L. Suárez,Long passes per 90,75,Buildup
L. Suárez,Shots per 90,68,Positioning
L. Suárez,Touches in box per 90,42,Chance creation
L. Suárez,Progressive runs per 90,37,Buildup
L. Suárez,Dribbles per 90,76,Chance creation
L. Suárez,Back passes per 90,8,Positioning
L. Suárez,Interceptions per 90,44,Defense
L. Suárez,Shots blocked per 90,80,Defense
L. Suárez,Fouls per 90,53,Defense
L. Rodríguez,Passes to final third per 90,57,Buildup
L. Rodríguez,Progressive passes per 90,30,Buildup
L. Rodríguez,Lateral passes per 90,48,Positioning
L. Rodríguez,Long passes per 90,50,Buildup
L. Rodríguez,Shots per 90,59,Positioning
L. Rodríguez,Touches in box per 90,37,Chance creation
L. Rodríguez,Progressive runs per 90,49,Buildup
L. Rodríguez,Dribbles per 90,88,Chance creation
L. Rodríguez,Back passes per 90,18,Positioning
L. Rodríguez,Interceptions per 90,51,Defense
L. Rodríguez,Shots blocked per 90,40,Defense
L. Rodríguez,Fouls per 90,45,Defense
J. Cortizo,Passes to final third per 90,74,Buildup
J. Cortizo,Progressive passes per 90,36,Buildup
J. Cortizo,Lateral passes per 90,53,Positioning
J. Cortizo,Long passes per 90,32,Buildup
J. Cortizo,Shots per 90,46,Positioning
J. Cortizo,Touches in box per 90,30,Chance creation
J. Cortizo,Progressive runs per 90,29,Buildup
J. Cortizo,Dribbles per 90,89,Chance creation
J. Cortizo,Back passes per 90,23,Positioning
J. Cortizo,Interceptions per 90,14,Defense
J. Cortizo,Shots blocked per 90,11,Defense
J. Cortizo,Fouls per 90,79,Defense
F. Waller,Passes to final third per 90,85,Buildup
F. Waller,Progressive passes per 90,88,Buildup
F. Waller,Lateral passes per 90,31,Positioning
F. Waller,Long passes per 90,96,Buildup
F. Waller,Shots per 90,76,Positioning
F. Waller,Touches in box per 90,8,Chance creation
F. Waller,Progressive runs per 90,43,Buildup
F. Waller,Dribbles per 90,67,Chance creation
F. Waller,Back passes per 90,3,Positioning
F. Waller,Interceptions per 90,74,Defense
F. Waller,Shots blocked per 90,57,Defense
F. Waller,Fouls per 90,76,Defense
J. Ramírez,Passes to final third per 90,73,Buildup
J. Ramírez,Progressive passes per 90,79,Buildup
J. Ramírez,Lateral passes per 90,72,Positioning
J. Ramírez,Long passes per 90,78,Buildup
J. Ramírez,Shots per 90,4,Positioning
J. Ramírez,Touches in box per 90,8,Chance creation
J. Ramírez,Progressive runs per 90,51,Buildup
J. Ramírez,Dribbles per 90,29,Chance creation
J. Ramírez,Back passes per 90,17,Positioning
J. Ramírez,Interceptions per 90,63,Defense
J. Ramírez,Shots blocked per 90,11,Defense
J. Ramírez,Fouls per 90,17,Defense
Á. Mena,Passes to final third per 90,13,Buildup
Á. Mena,Progressive passes per 90,36,Buildup
Á. Mena,Lateral passes per 90,43,Positioning
Á. Mena,Long passes per 90,10,Buildup
Á. Mena,Shots per 90,78,Positioning
Á. Mena,Touches in box per 90,91,Chance creation
Á. Mena,Progressive runs per 90,86,Buildup
Á. Mena,Dribbles per 90,48,Chance creation
Á. Mena,Back passes per 90,54,Positioning
Á. Mena,Interceptions per 90,8,Defense
Á. Mena,Shots blocked per 90,21,Defense
Á. Mena,Fouls per 90,92,Defense
J. Dueñas,Passes to final third per 90,68,Buildup
J. Dueñas,Progressive passes per 90,76,Buildup
J. Dueñas,Lateral passes per 90,63,Positioning
J. Dueñas,Long passes per 90,93,Buildup
J. Dueñas,Shots per 90,4,Positioning
J. Dueñas,Touches in box per 90,9,Chance creation
J. Dueñas,Progressive runs per 90,59,Buildup
J. Dueñas,Dribbles per 90,2,Chance creation
J. Dueñas,Back passes per 90,39,Positioning
J. Dueñas,Interceptions per 90,48,Defense
J. Dueñas,Shots blocked per 90,74,Defense
J. Dueñas,Fouls per 90,31,Defense
C. Cisneros,Passes to final third per 90,17,Buildup
C. Cisneros,Progressive passes per 90,66,Buildup
C. Cisneros,Lateral passes per 90,25,Positioning
C. Cisneros,Long passes per 90,78,Buildup
C. Cisneros,Shots per 90,38,Positioning
C. Cisneros,Touches in box per 90,5,Chance creation
C. Cisneros,Progressive runs per 90,63,Buildup
C. Cisneros,Dribbles per 90,69,Chance creation
C. Cisneros,Back passes per 90,29,Positioning
C. Cisneros,Interceptions per 90,92,Defense
C. Cisneros,Shots blocked per 90,70,Defense
C. Cisneros,Fouls per 90,93,Defense
A. Chalá,Passes to final third per 90,17,Buildup
A. Chalá,Progressive passes per 90,63,Buildup
A. Chalá,Lateral passes per 90,6,Positioning
A. Chalá,Long passes per 90,7,Buildup
A. Chalá,Shots per 90,9,Positioning
A. Chalá,Touches in box per 90,12,Chance creation
A. Chalá,Progressive runs per 90,68,Buildup
A. Chalá,Dribbles per 90,75,Chance creation
A. Chalá,Back passes per 90,2,Positioning
A. Chalá,Interceptions per 90,29,Defense
A. Chalá,Shots blocked per 90,11,Defense
A. Chalá,Fouls per 90,81,Defense
D. Villalpando,Passes to final third per 90,92,Buildup
D. Villalpando,Progressive passes per 90,87,Buildup
D. Villalpando,Lateral passes per 90,67,Positioning
D. Villalpando,Long passes per 90,97,Buildup
D. Villalpando,Shots per 90,54,Positioning
D. Villalpando,Touches in box per 90,27,Chance creation
D. Villalpando,Progressive runs per 90,61,Buildup
D. Villalpando,Dribbles per 90,29,Chance creation
D. Villalpando,Back passes per 90,16,Positioning
D. Villalpando,Interceptions per 90,33,Defense
D. Villalpando,Shots blocked per 90,34,Defense
D. Villalpando,Fouls per 90,92,Defense
P. Parra,Passes to final third per 90,16,Buildup
P. Parra,Progressive passes per 90,14,Buildup
P. Parra,Lateral passes per 90,33,Positioning
P. Parra,Long passes per 90,22,Buildup
P. Parra,Shots per 90,93,Positioning
P. Parra,Touches in box per 90,16,Chance creation
P. Parra,Progressive runs per 90,62,Buildup
P. Parra,Dribbles per 90,83,Chance creation
P. Parra,Back passes per 90,21,Positioning
P. Parra,Interceptions per 90,23,Defense
P. Parra,Shots blocked per 90,81,Defense
P. Parra,Fouls per 90,59,Defense
G. Corral,Passes to final third per 90,71,Buildup
G. Corral,Progressive passes per 90,83,Buildup
G. Corral,Lateral passes per 90,93,Positioning
G. Corral,Long passes per 90,94,Buildup
G. Corral,Shots per 90,5,Positioning
G. Corral,Touches in box per 90,1,Chance creation
G. Corral,Progressive runs per 90,3,Buildup
G. Corral,Dribbles per 90,4,Chance creation
G. Corral,Back passes per 90,24,Positioning
G. Corral,Interceptions per 90,63,Defense
G. Corral,Shots blocked per 90,68,Defense
G. Corral,Fouls per 90,28,Defense
J. Carrillo,Passes to final third per 90,31,Buildup
J. Carrillo,Progressive passes per 90,21,Buildup
J. Carrillo,Lateral passes per 90,10,Positioning
J. Carrillo,Long passes per 90,41,Buildup
J. Carrillo,Shots per 90,78,Positioning
J. Carrillo,Touches in box per 90,24,Chance creation
J. Carrillo,Progressive runs per 90,71,Buildup
J. Carrillo,Dribbles per 90,99,Chance creation
J. Carrillo,Back passes per 90,25,Positioning
J. Carrillo,Interceptions per 90,22,Defense
J. Carrillo,Shots blocked per 90,81,Defense
J. Carrillo,Fouls per 90,32,Defense
B. Olivera,Passes to final third per 90,92,Buildup
B. Olivera,Progressive passes per 90,50,Buildup
B. Olivera,Lateral passes per 90,52,Positioning
B. Olivera,Long passes per 90,97,Buildup
B. Olivera,Shots per 90,53,Positioning
B. Olivera,Touches in box per 90,10,Chance creation
B. Olivera,Progressive runs per 90,33,Buildup
B. Olivera,Dribbles per 90,43,Chance creation
B. Olivera,Back passes per 90,9,Positioning
B. Olivera,Interceptions per 90,23,Defense
B. Olivera,Shots blocked per 90,81,Defense
B. Olivera,Fouls per 90,84,Defense
F. Gorriarán,Passes to final third per 90,99,Buildup
F. Gorriarán,Progressive passes per 90,99,Buildup
F. Gorriarán,Lateral passes per 90,91,Positioning
F. Gorriarán,Long passes per 90,87,Buildup
F. Gorriarán,Shots per 90,59,Positioning
F. Gorriarán,Touches in box per 90,23,Chance creation
F. Gorriarán,Progressive runs per 90,39,Buildup
F. Gorriarán,Dribbles per 90,34,Chance creation
F. Gorriarán,Back passes per 90,72,Positioning
F. Gorriarán,Interceptions per 90,54,Defense
F. Gorriarán,Shots blocked per 90,51,Defense
